last_name,first_name,player_id,year,pa,bip,ba,est_ba,est_ba_minus_ba_diff,slg,est_slg,est_slg_minus_slg_diff,woba,est_woba,est_woba_minus_woba_diff
Peterson, Jace,607054,2022,328,208,0.236,0.231,0.0049999999999999,0.382,0.362,0.02,0.306,0.3,0.006
Jiménez, Eloy,650391,2022,327,224,0.295,0.266,0.0289999999999999,0.5,0.512,-0.012,0.37,0.365,0.005
Hernandez, Yadiel,628450,2022,327,233,0.269,0.244,0.025,0.41,0.407,0.003,0.315,0.31,0.005
Díaz, Aledmys,649557,2022,327,254,0.243,0.261,-0.018,0.403,0.396,0.007,0.301,0.308,-0.007
Allen, Nick,669397,2022,326,242,0.207,0.21,-0.003,0.291,0.266,0.0249999999999999,0.245,0.238,0.007
Slater, Austin,596103,2022,325,190,0.264,0.259,0.005,0.408,0.429,-0.021,0.344,0.351,-0.007
Siri, Jose,642350,2022,325,194,0.213,0.207,0.006,0.339,0.323,0.016,0.268,0.261,0.007
Duvall, Adam,594807,2022,315,188,0.213,0.209,0.004,0.401,0.395,0.006,0.295,0.293,0.002
García, Leury,544725,2022,315,240,0.21,0.233,-0.023,0.267,0.325,-0.0579999999999999,0.221,0.258,-0.037
Caratini, Victor,605170,2022,314,207,0.199,0.233,-0.034,0.342,0.35,-0.0079999999999999,0.289,0.309,-0.02
Nido, Tomás,621512,2022,313,222,0.239,0.242,-0.003,0.324,0.377,-0.0529999999999999,0.265,0.287,-0.0219999999999999
Bader, Harrison,664056,2022,313,232,0.25,0.234,0.0159999999999999,0.356,0.321,0.0349999999999999,0.286,0.27,0.0159999999999999
Gorman, Nolan,669357,2022,313,180,0.226,0.239,-0.0129999999999999,0.42,0.476,-0.0559999999999999,0.316,0.341,-0.025
Newman, Kevin,621028,2022,309,243,0.274,0.26,0.014,0.372,0.332,0.0399999999999999,0.303,0.285,0.018
Barnhart, Tucker,571466,2022,308,208,0.221,0.201,0.0199999999999999,0.267,0.264,0.003,0.253,0.244,0.009
Soler, Jorge,624585,2022,306,181,0.207,0.226,-0.019,0.4,0.421,-0.0209999999999999,0.305,0.322,-0.017
Solano, Donovan,456781,2022,304,219,0.284,0.268,0.0159999999999999,0.385,0.393,-0.008,0.319,0.315,0.004
Biggio, Cavan,624415,2022,303,174,0.202,0.193,0.009,0.35,0.319,0.0309999999999999,0.302,0.288,0.014
Abrams, CJ,682928,2022,302,238,0.246,0.241,0.005,0.324,0.316,0.008,0.267,0.266,0.001
Arroyo, Christian,624414,2022,300,235,0.286,0.292,-0.006,0.414,0.43,-0.016,0.319,0.33,-0.011
Mejía, Francisco,642336,2022,299,225,0.242,0.242,0.0,0.381,0.329,0.0519999999999999,0.279,0.262,0.017
Pasquantino, Vinnie,686469,2022,298,226,0.295,0.289,0.006,0.45,0.475,-0.0249999999999999,0.365,0.374,-0.009
Belt, Brandon,474832,2022,298,174,0.213,0.215,-0.002,0.35,0.412,-0.062,0.303,0.326,-0.023
Longoria, Evan,446334,2022,298,186,0.244,0.233,0.0109999999999999,0.451,0.437,0.014,0.33,0.324,0.006
Dickerson, Corey,572816,2022,297,235,0.267,0.264,0.003,0.399,0.371,0.028,0.303,0.293,0.01
Narváez, Omar,553882,2022,296,207,0.206,0.207,-0.001,0.305,0.293,0.012,0.269,0.268,0.001
Neuse, Sheldon,641914,2022,293,191,0.214,0.212,0.002,0.288,0.291,-0.003,0.253,0.254,-0.001
Knizner, Andrew,668800,2022,293,199,0.215,0.219,-0.004,0.3,0.306,-0.006,0.275,0.28,-0.005
Gomes, Yan,543228,2022,293,235,0.235,0.251,-0.016,0.365,0.379,-0.014,0.271,0.287,-0.0159999999999999
Schwindel, Frank,643524,2022,292,215,0.229,0.23,-0.001,0.358,0.351,0.007,0.278,0.278,0.0
Rivas, Alfonso,663845,2022,287,167,0.235,0.219,0.0159999999999999,0.307,0.308,-0.001,0.285,0.281,0.0039999999999999
Myers, Wil,571976,2022,286,178,0.261,0.225,0.036,0.398,0.373,0.025,0.311,0.288,0.023
Moustakas, Mike,519058,2022,285,180,0.214,0.195,0.0189999999999999,0.345,0.307,0.0379999999999999,0.286,0.27,0.0159999999999999
Adell, Jo,666176,2022,285,162,0.224,0.201,0.0229999999999999,0.373,0.315,0.0579999999999999,0.278,0.251,0.027
Castillo, Diego,660636,2022,283,191,0.206,0.224,-0.018,0.382,0.389,-0.007,0.272,0.292,-0.0199999999999999
Isbel, Kyle,664728,2022,278,184,0.211,0.22,-0.009,0.34,0.323,0.017,0.265,0.266,-0.001
Castro, Rodolfo,666801,2022,277,180,0.233,0.21,0.023,0.427,0.354,0.073,0.314,0.28,0.0339999999999999
Brantley, Michael,488726,2022,277,215,0.288,0.31,-0.022,0.416,0.467,-0.051,0.345,0.374,-0.029
Smith, Pavin,656976,2022,277,181,0.22,0.213,0.007,0.367,0.375,-0.008,0.294,0.301,-0.007
Aquino, Aristides,606157,2022,276,158,0.197,0.18,0.017,0.363,0.317,0.0459999999999999,0.267,0.243,0.024
Cordero, Franchy,614173,2022,275,154,0.219,0.228,-0.009,0.397,0.402,-0.005,0.304,0.313,-0.009
Yepez, Juan,660766,2022,274,196,0.253,0.216,0.037,0.447,0.394,0.0529999999999999,0.319,0.286,0.033
Alfaro, Jorge,595751,2022,274,161,0.246,0.238,0.008,0.383,0.397,-0.014,0.291,0.295,-0.004
McGuire, Reese,624512,2022,274,202,0.269,0.233,0.036,0.369,0.326,0.0429999999999999,0.297,0.267,0.0299999999999999
Reynolds, Matt,608703,2022,272,167,0.246,0.215,0.031,0.332,0.305,0.027,0.293,0.272,0.0209999999999999
Molina, Yadier,425877,2022,270,223,0.214,0.23,-0.016,0.302,0.328,-0.026,0.235,0.254,-0.019
Rosario, Eddie,592696,2022,270,185,0.212,0.2,0.0119999999999999,0.328,0.318,0.01,0.258,0.25,0.008
Albies, Ozzie,645277,2022,269,204,0.247,0.236,0.011,0.409,0.383,0.0259999999999999,0.305,0.294,0.011
Lowe, Brandon,664040,2022,266,175,0.221,0.237,-0.0159999999999999,0.383,0.401,-0.018,0.306,0.32,-0.014
Dubón, Mauricio,643289,2022,265,221,0.214,0.24,-0.0259999999999999,0.313,0.331,-0.018,0.248,0.272,-0.024
Engel, Adam,641553,2022,260,169,0.224,0.219,0.005,0.31,0.287,0.023,0.256,0.246,0.01
Pache, Cristian,665506,2022,260,174,0.166,0.228,-0.062,0.241,0.3,-0.059,0.207,0.259,-0.052
Friedl, TJ,670770,2022,258,191,0.24,0.215,0.0249999999999999,0.436,0.335,0.1009999999999999,0.323,0.283,0.04
Smith, Josh H.,669701,2022,253,168,0.197,0.224,-0.0269999999999999,0.249,0.313,-0.064,0.262,0.296,-0.0339999999999999
Machín, Vimael,605353,2022,253,179,0.22,0.243,-0.0229999999999999,0.287,0.343,-0.056,0.268,0.301,-0.0329999999999999
Wade Jr., LaMonte,664774,2022,251,169,0.207,0.221,-0.014,0.359,0.407,-0.0479999999999999,0.298,0.321,-0.023
Jansen, Danny,643376,2022,248,176,0.26,0.261,-0.001,0.516,0.511,0.005,0.364,0.366,-0.002
Higashioka, Kyle,543309,2022,248,183,0.227,0.254,-0.0269999999999999,0.389,0.444,-0.0549999999999999,0.282,0.317,-0.035
Duffy, Matt,622110,2022,247,178,0.25,0.234,0.0159999999999999,0.311,0.333,-0.022,0.279,0.28,-0.001
Fraley, Jake,641584,2022,247,164,0.259,0.248,0.011,0.468,0.417,0.051,0.352,0.333,0.0189999999999999
Haniger, Mitch,571745,2022,247,161,0.246,0.245,0.001,0.429,0.45,-0.021,0.319,0.328,-0.009
Chisholm Jr., Jazz,665862,2022,241,150,0.254,0.242,0.012,0.535,0.473,0.062,0.365,0.345,0.02
Miller, Brad,543543,2022,241,153,0.212,0.205,0.007,0.32,0.344,-0.0239999999999999,0.263,0.269,-0.006
Fortes, Nick,663743,2022,240,172,0.23,0.249,-0.0189999999999999,0.392,0.398,-0.006,0.308,0.319,-0.011
Meneses, Joey,608841,2022,240,172,0.324,0.267,0.0569999999999999,0.563,0.457,0.1059999999999999,0.395,0.332,0.063
Jeffers, Ryan,680777,2022,236,151,0.208,0.218,-0.01,0.363,0.424,-0.061,0.287,0.315,-0.028
Almora Jr., Albert,546991,2022,235,171,0.223,0.233,-0.01,0.349,0.307,0.0419999999999999,0.279,0.27,0.009
Arcia, Orlando,606115,2022,234,160,0.244,0.253,-0.009,0.416,0.421,-0.005,0.321,0.329,-0.008
Mitchell, Cal,668751,2022,232,162,0.226,0.238,-0.0119999999999999,0.349,0.358,-0.009,0.281,0.292,-0.0109999999999999
Gregorius, Didi,544369,2022,232,180,0.21,0.237,-0.0269999999999999,0.304,0.327,-0.023,0.251,0.275,-0.024
Fletcher, David,664058,2022,228,202,0.255,0.285,-0.0299999999999999,0.333,0.344,-0.0109999999999999,0.275,0.295,-0.0199999999999999
Madrigal, Nick,663611,2022,228,184,0.249,0.256,-0.007,0.282,0.311,-0.029,0.267,0.283,-0.0159999999999999
Alcántara, Sergio,642727,2022,224,154,0.22,0.209,0.011,0.356,0.291,0.065,0.269,0.244,0.025
Vargas, Ildemaro,545121,2022,222,188,0.263,0.227,0.036,0.392,0.305,0.087,0.302,0.255,0.0469999999999999
Duran, Ezequiel,677649,2022,220,154,0.236,0.216,0.0199999999999999,0.365,0.317,0.0479999999999999,0.282,0.256,0.0259999999999999
Azocar, José,640492,2022,216,160,0.257,0.246,0.011,0.332,0.323,0.009,0.278,0.277,0.001
La Stella, Tommy,600303,2022,195,153,0.239,0.232,0.0069999999999999,0.35,0.329,0.0209999999999999,0.277,0.267,0.01
Semien, Marcus,543760,2023,549,420,0.281,0.263,0.018,0.464,0.418,0.046,0.351,0.332,0.0189999999999999
Acuña Jr., Ronald,660670,2023,541,404,0.337,0.35,-0.0129999999999999,0.574,0.634,-0.06,0.423,0.454,-0.031
Freeman, Freddie,518692,2023,537,382,0.339,0.324,0.015,0.588,0.582,0.006,0.421,0.418,0.003
Kwan, Steven,680757,2023,531,422,0.272,0.283,-0.0109999999999999,0.382,0.36,0.022,0.317,0.318,-0.001
Schwarber, Kyle,656941,2023,528,281,0.182,0.216,-0.034,0.425,0.448,-0.023,0.326,0.35,-0.0239999999999999
Lowe, Nathaniel,663993,2023,527,344,0.279,0.265,0.014,0.45,0.414,0.036,0.356,0.341,0.0149999999999999
Olson, Matt,621566,2023,526,315,0.273,0.263,0.01,0.621,0.589,0.032,0.415,0.404,0.0109999999999999
Bregman, Alex,608324,2023,524,386,0.254,0.258,-0.004,0.417,0.418,-0.001,0.339,0.343,-0.004
Rodríguez, Julio,677594,2023,522,345,0.255,0.271,-0.016,0.433,0.448,-0.015,0.324,0.339,-0.015
Riley, Austin,663586,2023,522,356,0.28,0.273,0.007,0.513,0.505,0.008,0.36,0.361,-0.001
Ohtani, Shohei,660271,2023,522,313,0.305,0.3,0.005,0.665,0.65,0.015,0.437,0.434,0.003
Turner, Trea,607208,2023,521,364,0.252,0.259,-0.007,0.398,0.402,-0.004,0.303,0.31,-0.007
Soto, Juan,665742,2023,518,313,0.268,0.267,0.001,0.507,0.509,-0.002,0.39,0.395,-0.005
Betts, Mookie,605141,2023,515,357,0.287,0.287,0.0,0.579,0.565,0.014,0.406,0.405,0.001
Goldschmidt, Paul,502671,2023,514,341,0.273,0.274,-0.001,0.444,0.496,-0.0519999999999999,0.349,0.369,-0.02
Albies, Ozzie,645277,2023,510,381,0.267,0.256,0.011,0.514,0.457,0.0569999999999999,0.354,0.335,0.0189999999999999
Thomas, Lane,657041,2023,508,341,0.284,0.253,0.0309999999999999,0.482,0.411,0.071,0.346,0.309,0.0369999999999999
Guerrero Jr., Vladimir,665489,2023,507,377,0.266,0.303,-0.0369999999999999,0.439,0.517,-0.078,0.336,0.385,-0.0489999999999999
Witt Jr., Bobby,677951,2023,506,378,0.272,0.29,-0.0179999999999999,0.482,0.53,-0.048,0.338,0.368,-0.0299999999999999
Springer, George,543807,2023,505,367,0.259,0.264,-0.005,0.396,0.425,-0.0289999999999999,0.317,0.334,-0.017
Yelich, Christian,592885,2023,504,337,0.29,0.293,-0.003,0.464,0.473,-0.0089999999999999,0.363,0.37,-0.007
Rutschman, Adley,668939,2023,503,360,0.27,0.277,-0.007,0.43,0.446,-0.016,0.346,0.359,-0.013
Hoerner, Nico,663538,2023,503,395,0.278,0.271,0.007,0.402,0.361,0.041,0.323,0.309,0.014
Nimmo, Brandon,607043,2023,501,324,0.259,0.257,0.002,0.428,0.436,-0.008,0.344,0.351,-0.007
Happ, Ian,664023,2023,500,301,0.24,0.24,0.0,0.4,0.403,-0.003,0.338,0.345,-0.0069999999999999
Ramírez, José,608070,2023,499,394,0.282,0.292,-0.01,0.487,0.475,0.012,0.351,0.357,-0.006
Suárez, Eugenio,553993,2023,499,288,0.233,0.229,0.004,0.387,0.44,-0.0529999999999999,0.312,0.337,-0.025
Tucker, Kyle,663656,2023,499,370,0.297,0.301,-0.004,0.519,0.534,-0.015,0.378,0.395,-0.017
Lindor, Francisco,596019,2023,498,334,0.242,0.255,-0.013,0.461,0.473,-0.0119999999999999,0.34,0.356,-0.0159999999999999
García, Adolis,666969,2023,497,313,0.259,0.257,0.002,0.514,0.535,-0.021,0.361,0.374,-0.013
Torres, Gleyber,650402,2023,496,380,0.269,0.282,-0.0129999999999999,0.441,0.473,-0.0319999999999999,0.336,0.359,-0.0229999999999999
Castellanos, Nick,592206,2023,496,336,0.28,0.267,0.013,0.471,0.447,0.0239999999999999,0.337,0.329,0.008
Torkelson, Spencer,679529,2023,496,323,0.228,0.259,-0.031,0.412,0.476,-0.064,0.312,0.351,-0.0389999999999999
Franco, Wander,677551,2023,491,377,0.281,0.297,-0.0159999999999999,0.475,0.476,-0.001,0.349,0.361,-0.012
Hernández, Teoscar,606192,2023,486,305,0.242,0.253,-0.011,0.409,0.463,-0.054,0.3,0.33,-0.03
Steer, Spencer,668715,2023,486,333,0.272,0.254,0.018,0.471,0.416,0.0549999999999999,0.355,0.332,0.0229999999999999
Arozarena, Randy,668227,2023,485,300,0.255,0.246,0.009,0.426,0.449,-0.023,0.346,0.357,-0.011
Santander, Anthony,623993,2023,485,321,0.251,0.232,0.0189999999999999,0.469,0.426,0.0429999999999999,0.341,0.323,0.018
Chapman, Matt,656305,2023,485,291,0.255,0.238,0.017,0.449,0.476,-0.0269999999999999,0.345,0.35,-0.005
Meneses, Joey,608841,2023,482,358,0.281,0.245,0.036,0.416,0.359,0.0569999999999999,0.322,0.287,0.035
Walker, Christian,572233,2023,482,336,0.268,0.247,0.021,0.514,0.448,0.066,0.361,0.335,0.0259999999999999
Marte, Ketel,606466,2023,482,355,0.281,0.271,0.01,0.492,0.438,0.0539999999999999,0.363,0.345,0.018
McNeil, Jeff,643446,2023,481,383,0.259,0.255,0.004,0.343,0.337,0.006,0.304,0.302,0.002
Cronenworth, Jake,630105,2023,481,334,0.232,0.234,-0.002,0.389,0.363,0.026,0.308,0.305,0.003
France, Ty,664034,2023,481,346,0.253,0.266,-0.013,0.379,0.407,-0.0279999999999999,0.315,0.332,-0.017
Arraez, Luis,650333,2023,480,417,0.367,0.321,0.0459999999999999,0.467,0.429,0.038,0.378,0.346,0.032
Bogaerts, Xander,593428,2023,480,348,0.271,0.255,0.016,0.4,0.401,-0.001,0.327,0.324,0.003
Arenado, Nolan,571448,2023,478,361,0.287,0.272,0.0149999999999999,0.511,0.465,0.0459999999999999,0.355,0.336,0.0189999999999999
Stott, Bryson,681082,2023,474,366,0.297,0.274,0.0229999999999999,0.438,0.386,0.0519999999999999,0.336,0.312,0.024
Soler, Jorge,624585,2023,474,302,0.244,0.254,-0.01,0.495,0.514,-0.019,0.353,0.367,-0.014
De La Cruz, Bryan,650559,2023,473,323,0.262,0.267,-0.005,0.432,0.433,-0.001,0.319,0.328,-0.009
McMahon, Ryan,641857,2023,472,275,0.25,0.245,0.005,0.462,0.452,0.01,0.342,0.339,0.003
Devers, Rafael,646240,2023,471,334,0.265,0.276,-0.011,0.512,0.542,-0.03,0.357,0.377,-0.02
Bichette, Bo,666182,2023,471,363,0.321,0.321,0.0,0.494,0.512,-0.018,0.364,0.373,-0.009
Robert Jr., Luis,673357,2023,469,295,0.271,0.26,0.011,0.563,0.52,0.0429999999999999,0.371,0.354,0.017
Alonso, Pete,624413,2023,465,309,0.223,0.255,-0.032,0.521,0.543,-0.022,0.357,0.381,-0.024
Abreu, José,547989,2023,464,323,0.234,0.235,-0.0009999999999999,0.343,0.36,-0.0169999999999999,0.279,0.292,-0.0129999999999999
Candelario, Jeimer,600869,2023,464,314,0.275,0.247,0.028,0.495,0.424,0.071,0.365,0.332,0.0329999999999999
Benintendi, Andrew,643217,2023,463,352,0.269,0.268,0.001,0.348,0.359,-0.011,0.299,0.305,-0.006
Carroll, Corbin,682998,2023,463,318,0.271,0.258,0.013,0.512,0.439,0.073,0.367,0.341,0.0259999999999999
Adames, Willy,642715,2023,461,289,0.203,0.239,-0.0359999999999999,0.38,0.438,-0.0579999999999999,0.293,0.335,-0.042
Correa, Carlos,621043,2023,461,310,0.23,0.248,-0.0179999999999999,0.409,0.423,-0.014,0.309,0.327,-0.018
Jung, Josh,673962,2023,461,294,0.274,0.263,0.011,0.489,0.496,-0.007,0.347,0.347,0.0
Crawford, J.P.,641487,2023,460,303,0.266,0.264,0.002,0.411,0.374,0.0369999999999999,0.35,0.34,0.0099999999999999
Turner, Justin,457759,2023,460,340,0.288,0.265,0.0229999999999999,0.488,0.464,0.0239999999999999,0.361,0.345,0.016
Giménez, Andrés,665926,2023,460,334,0.246,0.24,0.006,0.398,0.367,0.031,0.312,0.302,0.01
Rosario, Amed,642708,2023,458,350,0.267,0.274,-0.007,0.388,0.384,0.004,0.301,0.307,-0.006
Vaughn, Andrew,683734,2023,453,320,0.255,0.248,0.007,0.432,0.433,-0.001,0.325,0.325,0.0
Melendez, MJ,669004,2023,453,280,0.225,0.23,-0.005,0.383,0.426,-0.0429999999999999,0.298,0.319,-0.021
Renfroe, Hunter,592669,2023,453,314,0.246,0.229,0.0169999999999999,0.44,0.379,0.061,0.32,0.294,0.026
Santana, Carlos,467793,2023,453,328,0.226,0.236,-0.0099999999999999,0.4,0.367,0.033,0.307,0.304,0.003
India, Jonathan,663697,2023,453,309,0.251,0.25,0.001,0.409,0.421,-0.012,0.326,0.335,-0.009
Peña, Jeremy,665161,2023,453,313,0.247,0.247,0.0,0.373,0.362,0.011,0.3,0.299,0.001
Verdugo, Alex,657077,2023,453,341,0.269,0.28,-0.011,0.42,0.42,0.0,0.33,0.341,-0.011
Merrifield, Whit,593160,2023,452,344,0.302,0.256,0.0459999999999999,0.432,0.356,0.076,0.338,0.294,0.044
Swanson, Dansby,621020,2023,452,290,0.257,0.261,-0.004,0.449,0.487,-0.0379999999999999,0.342,0.359,-0.0169999999999999
Profar, Jurickson,595777,2023,451,321,0.239,0.247,-0.008,0.368,0.347,0.021,0.304,0.308,-0.004
Reynolds, Bryan,668804,2023,450,319,0.27,0.287,-0.0169999999999999,0.468,0.507,-0.0389999999999999,0.343,0.371,-0.0279999999999999
Tatis Jr., Fernando,665487,2023,449,324,0.26,0.296,-0.0359999999999999,0.467,0.541,-0.074,0.336,0.382,-0.0459999999999999
Smith, Dominic,642086,2023,448,333,0.266,0.255,0.011,0.343,0.372,-0.0289999999999999,0.307,0.313,-0.006
Kim, Ha-Seong,673490,2023,447,296,0.286,0.252,0.0339999999999999,0.449,0.386,0.063,0.363,0.331,0.0319999999999999
Báez, Javier,595879,2023,444,316,0.221,0.232,-0.011,0.32,0.338,-0.018,0.255,0.271,-0.016
Machado, Manny,592518,2023,443,325,0.256,0.248,0.008,0.457,0.451,0.006,0.334,0.332,0.002
Yoshida, Masataka,807799,2023,443,354,0.3,0.278,0.0219999999999999,0.468,0.433,0.035,0.356,0.338,0.0179999999999999
Díaz, Yandy,650490,2023,442,316,0.323,0.295,0.028,0.512,0.464,0.0479999999999999,0.395,0.373,0.022
Varsho, Daulton,662139,2023,441,301,0.216,0.228,-0.012,0.368,0.385,-0.017,0.281,0.296,-0.0149999999999999
Bell, Josh,605137,2023,441,297,0.242,0.269,-0.027,0.411,0.464,-0.053,0.322,0.355,-0.0329999999999999
Volpe, Anthony,683011,2023,437,271,0.211,0.235,-0.0239999999999999,0.383,0.403,-0.02,0.295,0.317,-0.022
Perez, Salvador,521692,2023,436,305,0.249,0.259,-0.01,0.429,0.457,-0.028,0.307,0.325,-0.018
Tovar, Ezequiel,678662,2023,436,295,0.255,0.253,0.002,0.421,0.395,0.0259999999999999,0.304,0.297,0.007
Bohm, Alec,664761,2023,435,331,0.287,0.281,0.0059999999999999,0.431,0.44,-0.009,0.335,0.337,-0.002
Abrams, CJ,682928,2023,434,318,0.255,0.252,0.003,0.412,0.397,0.0149999999999999,0.312,0.308,0.004
Grisham, Trent,663757,2023,432,247,0.211,0.217,-0.006,0.376,0.41,-0.0339999999999999,0.307,0.324,-0.017
Gurriel Jr., Lourdes,666971,2023,430,327,0.258,0.249,0.009,0.472,0.431,0.0409999999999999,0.333,0.319,0.014
Henderson, Gunnar,683002,2023,425,263,0.235,0.248,-0.013,0.456,0.445,0.011,0.333,0.34,-0.007
Davis, J.D.,605204,2023,423,251,0.245,0.248,-0.003,0.412,0.425,-0.013,0.32,0.332,-0.012
Rizzo, Anthony,519203,2023,421,277,0.244,0.244,0.0,0.378,0.391,-0.013,0.313,0.319,-0.006
Contreras, William,661388,2023,420,294,0.275,0.259,0.016,0.444,0.442,0.002,0.342,0.337,0.005
Hays, Austin,669720,2023,415,290,0.28,0.249,0.031,0.435,0.435,0.0,0.324,0.314,0.01
Straw, Myles,664702,2023,411,295,0.235,0.24,-0.005,0.3,0.302,-0.002,0.269,0.275,-0.006
Ruiz, Keibert,660688,2023,411,340,0.255,0.281,-0.026,0.408,0.443,-0.035,0.313,0.339,-0.026
Ward, Taylor,621493,2023,409,282,0.253,0.252,0.001,0.421,0.425,-0.004,0.329,0.338,-0.009
Stephenson, Tyler,663886,2023,409,254,0.24,0.238,0.002,0.351,0.375,-0.024,0.301,0.312,-0.011
García, Luis,671277,2023,407,335,0.259,0.261,-0.002,0.362,0.4,-0.038,0.283,0.305,-0.022
Ozuna, Marcell,542303,2023,407,270,0.237,0.259,-0.022,0.463,0.523,-0.06,0.329,0.365,-0.0359999999999999
Gorman, Nolan,669357,2023,406,233,0.241,0.246,-0.005,0.487,0.516,-0.029,0.348,0.364,-0.016
McCutchen, Andrew,457705,2023,405,252,0.254,0.261,-0.007,0.386,0.402,-0.016,0.34,0.353,-0.0129999999999999
Outman, James,681546,2023,405,221,0.257,0.227,0.03,0.436,0.391,0.0449999999999999,0.348,0.324,0.0239999999999999
Muncy, Max,571970,2023,404,225,0.194,0.224,-0.03,0.476,0.51,-0.034,0.346,0.371,-0.025
Realmuto, J.T.,592663,2023,404,264,0.249,0.247,0.002,0.464,0.456,0.008,0.329,0.333,-0.004
Taveras, Leody,665750,2023,403,293,0.263,0.275,-0.012,0.423,0.412,0.011,0.312,0.32,-0.008
Suzuki, Seiya,673548,2023,401,259,0.255,0.264,-0.009,0.405,0.411,-0.0059999999999999,0.321,0.333,-0.012
Paredes, Isaac,670623,2023,399,268,0.247,0.219,0.0279999999999999,0.5,0.366,0.134,0.369,0.314,0.0549999999999999
Smith, Will,669257,2023,398,275,0.275,0.269,0.006,0.471,0.439,0.0319999999999999,0.367,0.362,0.005
Conforto, Michael,624424,2023,396,257,0.242,0.247,-0.005,0.405,0.423,-0.0179999999999999,0.322,0.334,-0.012
Díaz, Elias,553869,2023,396,279,0.266,0.241,0.025,0.416,0.382,0.0339999999999999,0.319,0.302,0.017
Wade Jr., LaMonte,664774,2023,396,249,0.263,0.259,0.004,0.415,0.45,-0.035,0.356,0.367,-0.011
Anderson, Tim,641313,2023,393,283,0.24,0.263,-0.023,0.286,0.346,-0.06,0.256,0.293,-0.0369999999999999
Contreras, Willson,575929,2023,393,252,0.259,0.273,-0.014,0.444,0.482,-0.0379999999999999,0.348,0.37,-0.022
Raleigh, Cal,663728,2023,392,241,0.225,0.223,0.002,0.45,0.456,-0.006,0.325,0.328,-0.003
Ruiz, Esteury,665923,2023,392,285,0.25,0.235,0.015,0.317,0.305,0.012,0.275,0.265,0.01
Naylor, Josh,647304,2023,390,308,0.306,0.296,0.01,0.5,0.491,0.009,0.354,0.352,0.002
Casas, Triston,671213,2023,390,238,0.251,0.249,0.002,0.482,0.51,-0.028,0.358,0.373,-0.015
Friedl, TJ,670770,2023,389,287,0.277,0.241,0.036,0.439,0.32,0.119,0.34,0.285,0.055
LeMahieu, DJ,518934,2023,387,260,0.24,0.256,-0.016,0.373,0.387,-0.014,0.301,0.317,-0.016
Dubón, Mauricio,643289,2023,384,313,0.261,0.266,-0.005,0.363,0.366,-0.003,0.287,0.294,-0.007
Hernández, Enrique,571771,2023,382,282,0.236,0.214,0.0219999999999999,0.348,0.321,0.0269999999999999,0.281,0.264,0.017
Suwinski, Jack,669261,2023,382,193,0.211,0.21,0.001,0.459,0.49,-0.0309999999999999,0.342,0.357,-0.0149999999999999
Call, Alex,669743,2023,380,261,0.199,0.223,-0.0239999999999999,0.298,0.338,-0.04,0.276,0.301,-0.0249999999999999
McKinstry, Zach,656716,2023,380,265,0.237,0.248,-0.011,0.36,0.389,-0.029,0.293,0.31,-0.017
Nootbaar, Lars,663457,2023,376,249,0.282,0.267,0.0149999999999999,0.455,0.44,0.015,0.363,0.359,0.004
Martinez, J.D.,502110,2023,375,230,0.26,0.27,-0.01,0.558,0.559,-0.001,0.36,0.375,-0.015
Rosario, Eddie,592696,2023,373,255,0.244,0.246,-0.002,0.445,0.428,0.017,0.314,0.311,0.003
Wiemer, Joey,686894,2023,372,232,0.216,0.213,0.003,0.384,0.391,-0.007,0.296,0.299,-0.003
Donovan, Brendan,680977,2023,371,276,0.284,0.283,0.001,0.422,0.433,-0.011,0.345,0.353,-0.008
Rooker, Brent,667670,2023,369,211,0.237,0.233,0.0039999999999999,0.461,0.457,0.004,0.337,0.339,-0.002
Burger, Jake,669394,2023,369,227,0.227,0.25,-0.0229999999999999,0.522,0.506,0.016,0.343,0.351,-0.0079999999999999
Arcia, Orlando,606115,2023,368,272,0.29,0.256,0.0339999999999999,0.456,0.427,0.029,0.347,0.324,0.0229999999999999
Harper, Bryce,547180,2023,368,232,0.289,0.278,0.0109999999999999,0.425,0.483,-0.0579999999999999,0.349,0.372,-0.023
Bellinger, Cody,641355,2023,367,280,0.328,0.273,0.0549999999999999,0.556,0.449,0.107,0.393,0.337,0.0559999999999999
Perdomo, Geraldo,672695,2023,365,257,0.27,0.21,0.06,0.405,0.283,0.122,0.343,0.28,0.063
Langeliers, Shea,669127,2023,365,226,0.201,0.196,0.005,0.36,0.36,0.0,0.272,0.271,0.001
Vierling, Matt,663837,2023,364,270,0.265,0.278,-0.013,0.381,0.4,-0.019,0.309,0.325,-0.016
Heim, Jonah,641680,2023,363,270,0.278,0.269,0.009,0.474,0.467,0.0069999999999999,0.346,0.342,0.0039999999999999
Frazier, Adam,624428,2023,362,287,0.239,0.275,-0.036,0.414,0.388,0.0259999999999999,0.309,0.318,-0.009
Kelenic, Jarred,672284,2023,362,210,0.252,0.259,-0.007,0.439,0.445,-0.006,0.324,0.333,-0.009
Marsh, Brandon,669016,2023,361,208,0.281,0.233,0.048,0.46,0.396,0.064,0.356,0.319,0.0369999999999999
Rengifo, Luis,650859,2023,359,250,0.237,0.235,0.002,0.397,0.371,0.026,0.315,0.31,0.005
Trout, Mike,545361,2023,358,203,0.263,0.274,-0.011,0.493,0.526,-0.033,0.37,0.391,-0.021
Harris II, Michael,671739,2023,356,265,0.287,0.288,-0.001,0.456,0.46,-0.004,0.339,0.345,-0.0059999999999999
